url,nome,generos,ano_formacao,anos_atividade,temas,ano_primeiro_lancamento,lancou_album_completo,gravadora_mais_recente
https://www.metal-archives.com/bands/Abjeto/3540505115,Abjeto,experimental|black,2021,"2021-2023, 2021-present",introspection|mysticism|dreams|mythology,2021,True,Unsigned/independent
https://www.metal-archives.com/bands/Ad_Inferi/3540508246,Ad Inferi,symphonic,2020,2020-present,faith,2020,False,Unsigned/independent
https://www.metal-archives.com/bands/Ad_Pestis/3540518660,Ad Pestis,black|dark|ambient,2022,"2022-2023 (as Ad Pestem), 2023-present",nyctophilia|sacrifice|chaos-gnosticism|death|worship|darkness,2023,True,Unsigned/independent
https://www.metal-archives.com/bands/Agios_Luciferi/3540518353,Agios Luciferi,black|thrash,2021,2021-present,left|hand|path|anti-cosmic|satanism,2023,True,Black Seal Productions
https://www.metal-archives.com/bands/Allen_Key/3540536716,Allen Key,heavy|groove,2018,2018-present,personal|issues|love|life,2020,True,Canil Records
https://www.metal-archives.com/bands/Ancient_Tower/3540530623,Ancient Tower,doom,2015,2015-present,nao_informado,2017,True,Unsigned/independent
https://www.metal-archives.com/bands/Anfear/3540518791,Anfear,melodic|heavy|folk,2014,2014-present,nao_informado,2016,False,Unsigned/independent
https://www.metal-archives.com/bands/Archtype/3540535246,Archtype,power,2007,"2007-2012, 2013-present (as Templomayor)",esotericism|prophecies,2023,True,Unsigned/independent
https://www.metal-archives.com/bands/Archytas/3540511762,Archytas,black,2020,2020-present,nao_informado,2021,False,Unsigned/independent
https://www.metal-archives.com/bands/Armiferum/3540514063,Armiferum,progressive|power,2020,2020-present,nao_informado,2022,True,Unsigned/independent
https://www.metal-archives.com/bands/A%C3%A7%C3%A3o_Extrema/3540531192,Ação Extrema,thrash|rac,nao_informado,nao_informado,national|socialism|hatred,2018,False,Unsigned/independent
https://www.metal-archives.com/bands/Bad_Resilience/3540550599,Bad Resilience,grindcore|noisecore,2024,2024-present,christianity,2024,True,Unsigned/independent
https://www.metal-archives.com/bands/Begotten_Terror/3540551856,Begotten Terror,death,2024,2024-present,satanism,2024,False,Unsigned/independent
https://www.metal-archives.com/bands/Black_Blood/3540562495,Black Blood,black|death,2024,2024,war|hate,2024,False,Unsigned/independent
https://www.metal-archives.com/bands/Blood_Trail/3540506496,Blood Trail,thrash,2022,2022-present,nao_informado,2022,False,Unsigned/independent
https://www.metal-archives.com/bands/Bloodchamber/3540519320,Bloodchamber,raw|black,2023,2023-?,hate|despair|misanthropy,2023,False,Unsigned/independent
https://www.metal-archives.com/bands/Blutm%C3%A4rsh/3540498538,Blutmärsh,black,2021,"2021 (as Blutmärchen), 2021 (as Blutmärsch), 2021-present",darkness|war,2021,False,Unsigned/independent
https://www.metal-archives.com/bands/Brutal_Reality/3540558411,Brutal Reality,death,2022,2022-present,social|disorder|chaos|violence,2023,True,Unsigned/independent
https://www.metal-archives.com/bands/C.R.U.E/3540492256,C.R.U.E,black|death,2008,2008-present,nao_informado,2016,False,Brazilian Ritual Records
https://www.metal-archives.com/bands/Caix%C3%A3o_Podre/3540527163,Caixão Podre,death|grindcore,2019,2019-present,nao_informado,2023,False,Unsigned/independent
https://www.metal-archives.com/bands/Carni%C3%A7a/3540514669,Carniça,death|grindcore,2021,2021-2025,gore|disease|violence,2022,False,Unsigned/independent
https://www.metal-archives.com/bands/Cascos/3540542858,Cascos,sludge|stoner|doom,2023,2023-present,nao_informado,2024,False,Unsigned/independent
https://www.metal-archives.com/bands/Cat%C3%B6lishit/3540491419,Catölishit,blackened|crust|death,2016,2016-present,human|misery|anti-government|anti-fascism|anti-religion|wasteland,2021,False,Sangue Underground Records
https://www.metal-archives.com/bands/Cold_Burial/3540534803,Cold Burial,atmospheric|black,2023,2023-present,satanism|and|stories|about|the|world,2023,True,Unsigned/independent
https://www.metal-archives.com/bands/Cold_Forest/3540537007,Cold Forest,dungeon|synth|atmospheric|black,2012,2012-2024,fantasy|medieval|themes|nature,2013,True,Unsigned/independent
https://www.metal-archives.com/bands/Col%C3%B4nia_Cratera/3540559356,Colônia Cratera,heavy|progressive|hard|rock,2016,2016-present,science|fiction,2017,False,Unsigned/independent
https://www.metal-archives.com/bands/Confessori/3540531908,Confessori,progressive|power,2016,2016-present,nao_informado,2023,False,Unsigned/independent
https://www.metal-archives.com/bands/C%C3%A3o_do_Inferno_de_Quaresma/3540509426,Cão do Inferno de Quaresma,raw|black,2022,2022-2023,nao_informado,2022,False,Unsigned/independent
https://www.metal-archives.com/bands/Dakhmas/3540560555,Dakhmas,groove|djent,2018,2018-present,nao_informado,2019,True,Unsigned/independent
https://www.metal-archives.com/bands/Damnation_City/3540500931,Damnation City,thrash|speed,2012,2012-present,death|anti-religion|society|horror,2021,False,Kill Again Records
https://www.metal-archives.com/bands/Dawn_Rovers/3540511005,Dawn Rovers,heavy|hard|rock,2012,2012-2014,nao_informado,2014,False,Unsigned/independent
https://www.metal-archives.com/bands/Dead_Tripulation/3540551211,Dead Tripulation,death,2022,2022-present,nao_informado,2024,False,Unsigned/independent
https://www.metal-archives.com/bands/Deathgod_Luciferi/3540502453,Deathgod Luciferi,raw|black,2021,2021-present,anti-christianity|anti-islam|satanism|war|nihilism,2022,True,Unsigned/independent
https://www.metal-archives.com/bands/Decatexia/3540506632,Decatexia,death|black,2017,2017-present,nao_informado,2020,False,Brutaller Records
https://www.metal-archives.com/bands/Denfire/3540515231,Denfire,thrash,2021,"2008-2021 (as Misconducters), 2021-present",individuality|personal|stuggle,2021,False,Unsigned/independent
https://www.metal-archives.com/bands/Drops_of_Fire/3540551865,Drops of Fire,thrash|power,2013,2013-present,darkness|human|issues|philosophy|ancient|rites,2013,False,Unsigned/independent
https://www.metal-archives.com/bands/Druid/3540511753,Druid,pagan|folk|death,2018,"2018-2020, 2020-present (as Upon a Frozen Shore)",nao_informado,2019,False,Unsigned/independent
https://www.metal-archives.com/bands/Dr%C3%A4kul/3540552330,Dräkul,black,2024,2024-present,war|vampirism|death,2024,True,Onlyhate Propaganda
https://www.metal-archives.com/bands/Enx%C3%B6fre/3540465010,Enxöfre,blackened|heavy,2015,2015-present,philosophy|occultism,2020,False,Cianeto Discos
https://www.metal-archives.com/bands/Evilrise/3540512836,Evilrise,death,2016,"?-2016 (as Black Terreiro), 2016-present",protest|political|hate,2022,False,In Musica Records
https://www.metal-archives.com/bands/Exist%C3%AAncia_Desperdi%C3%A7ada/3540518868,Existência Desperdiçada,black,2023,2023-?,depression|personal|issues,2023,False,Shadow Resistance Productions
https://www.metal-archives.com/bands/Fellipe_Suete/3540517566,Fellipe Suete,heavy|progressive|shred,2020,2020-present,instrumental,2020,False,Unsigned/independent
https://www.metal-archives.com/bands/Finis_Hominis/3540517120,Finis Hominis,sludge,2020,2020-present,pessimism,2022,False,Abraxas
https://www.metal-archives.com/bands/Fork_of_Horripilation/3540506417,Fork of Horripilation,black,2022,2022-present,history|paganism|the|elder|scrolls|movies|introspection,2022,True,Canti Eretici
https://www.metal-archives.com/bands/Forlorn_Verdant/3540555102,Forlorn Verdant,black,2024,2024-present,nature|forests,2024,False,Misanthropic Impalement
https://www.metal-archives.com/bands/Freak_Maniacs/3540500643,Freak Maniacs,goregrind,2021,2021-present,nao_informado,2022,False,Unsigned/independent
https://www.metal-archives.com/bands/Frosted_Mind/3540493964,Frosted Mind,symphonic|black,2010,2010-2012,horror|occult,2012,False,Unsigned/independent
https://www.metal-archives.com/bands/Funeral_Rites/3540526658,Funeral Rites,black|doom,1994,1994-?,nao_informado,sem_lancamento,False,Unsigned/independent
https://www.metal-archives.com/bands/Gateways_to_Oblivion/3540510564,Gateways to Oblivion,doom,2021,2021-present,nao_informado,2022,True,Unsigned/independent
https://www.metal-archives.com/bands/Gravekeeper/3540508155,Gravekeeper,progressive|heavy|power,nao_informado,nao_informado,nao_informado,sem_lancamento,False,Unsigned/independent
https://www.metal-archives.com/bands/Hedrun/76881,Hedrun,death,1995,1995-?,nao_informado,1998,False,Unsigned/independent
https://www.metal-archives.com/bands/HordaWRX/3540525920,HordaWRX,black,2022,2022-present,nao_informado,2023,True,Unsigned/independent
https://www.metal-archives.com/bands/Ingr%C3%A4te/3540543216,Ingräte,core,2023,2023-present,non-conformity|anger|politics,2024,False,Unsigned/independent
https://www.metal-archives.com/bands/Inside_Shadows/3540511086,Inside Shadows,symphonic|power,2019,2019-present,nao_informado,2022,False,Unsigned/independent
https://www.metal-archives.com/bands/Iron_Cage/3540513964,Iron Cage,black|death,2022,2022-present,nao_informado,2022,False,Unsigned/independent
https://www.metal-archives.com/bands/Kallimah/3540516784,Kallimah,progressive|power,2018,2018-present,nao_informado,2020,False,Unsigned/independent
https://www.metal-archives.com/bands/Kharnal/3540528278,Kharnal,death|black|deathcore,2018,2018-present,nao_informado,2018,True,Unsigned/independent
https://www.metal-archives.com/bands/Kocytus/3540552489,Kocytus,progressive|death,2022,2022-present,nao_informado,2024,True,Unsigned/independent
https://www.metal-archives.com/bands/Kodorah/3540561642,Kodorah,black,2023,2023-present,satanism|paganism|national|socialism|occultism|war|anti-judeo-christianity,2023,False,Onlyhate Propaganda
https://www.metal-archives.com/bands/Lightstrike/3540542719,Lightstrike,symphonic,2019,2019-present,nao_informado,2022,False,Unsigned/independent
https://www.metal-archives.com/bands/Lunares_Tenebris/3540550180,Lunares Tenebris,black|dungeon|synth,2024,2024-present,anti-christianity|medievalism|nature|sorrow,2024,True,Misanthropic Impalement
https://www.metal-archives.com/bands/L%C5%8Dtico/3540531829,Lōtico,atmospheric|sludge|post-,2021,2021-present,frustration|life|issues|uncertainty,2022,True,Unsigned/independent
https://www.metal-archives.com/bands/M.D/3540542333,M.D,death|grindcore|crust|punk,2020,2020-present,nao_informado,2021,False,Unsigned/independent
https://www.metal-archives.com/bands/Malsagrado/3540527048,Malsagrado,doom|post-black,nao_informado,nao_informado,nao_informado,2022,False,Unsigned/independent
https://www.metal-archives.com/bands/Meltin%27Sun/3540566199,Meltin'Sun,heavy|stoner,nao_informado,nao_informado,alcohol,2025,True,Unsigned/independent
https://www.metal-archives.com/bands/Militia/3540540296,Militia,thrash,2023,2023-present,social|issues|politics|antifascism,2023,False,Unsigned/independent
https://www.metal-archives.com/bands/Nada/3540556709,Nada,crossover|crust|thrash,2021,2021-present,nao_informado,2024,True,Unsigned/independent
https://www.metal-archives.com/bands/Necrosorcerer/3540495097,Necrosorcerer,depressive|black,2021,2021-2022,depression|sadness|misanthropy|love|broken|heart,2021,False,Unsigned/independent
https://www.metal-archives.com/bands/Nekr%C3%B8sik/3540561455,Nekrøsik,raw|black,2024,2024-present,death|paganism|occultism,2025,False,Unsigned/independent
https://www.metal-archives.com/bands/Nietzsche/3540536305,Nietzsche,black,2021,2021-2024,nietzscheanism,2023,False,Unsigned/independent
https://www.metal-archives.com/bands/Nocturnal_Gutsfucker/3540513433,Nocturnal Gutsfucker,raw|black,2022,2022-?,hate|death|revenge|satanism,2022,False,Shadow Resistance Productions
https://www.metal-archives.com/bands/Nuclear_Trauma/3540515136,Nuclear Trauma,thrash,2022,2022-present,protest|unrest|anti-war|social|commentary,2022,False,Unsigned/independent
https://www.metal-archives.com/bands/Nythra/3540561152,Nythra,raw|black,2024,2024-present,war|misanthropic|occultism|paganism,2024,True,Unsigned/independent
https://www.metal-archives.com/bands/Obsessor/3540552780,Obsessor,death|thrash|doom,nao_informado,nao_informado,society|depression,2024,False,Unsigned/independent
https://www.metal-archives.com/bands/Opus_Hell/3540563420,Opus Hell,heavy,nao_informado,nao_informado,nao_informado,2025,False,Unsigned/independent
https://www.metal-archives.com/bands/Opvs_Maleficvs/3540537621,Opvs Maleficvs,black|death,2021,2021-present,occultism|existence|nihilism|philosophy,2021,False,Unsigned/independent
https://www.metal-archives.com/bands/Orgasmicca/3540564537,Orgasmicca,melodic|black,2021,2021-present,sensuality|seduction|melancholy,2025,False,Unsigned/independent
https://www.metal-archives.com/bands/P.A.S.B.M./3540514858,P.A.S.B.M.,raw|black,2022,2022-?,war|death|hate|nihilism,2022,False,Shadow Resistance Productions
https://www.metal-archives.com/bands/Paranoid_Existence/3540524817,Paranoid Existence,black|doom,2018,2018-present,greek|mythology|occultism,2023,True,Kvlt und Kaos Productions
https://www.metal-archives.com/bands/Praise_of_Death_Teon/3540558439,Praise of Death Teon,death|thrash,2022,2022-present,nao_informado,2023,False,Unsigned/independent
https://www.metal-archives.com/bands/R.U.A./3540520762,R.U.A.,thrash|crossover|hardcore,2021,2021-present,nao_informado,2021,False,Unsigned/independent
https://www.metal-archives.com/bands/Raised_Hell/3540497106,Raised Hell,thrash|death,2020,2020-present,nao_informado,2021,False,Unsigned/independent
https://www.metal-archives.com/bands/Redstain/3540505352,Redstain,thrash,2019,2019-present,nao_informado,2022,False,Unsigned/independent
https://www.metal-archives.com/bands/Remains_of_Life/3540499682,Remains of Life,progressive|melodic|death,2018,2018-present,nao_informado,2021,True,Cold Art Industry
https://www.metal-archives.com/bands/Rick_Barros/3540526207,Rick Barros,heavy,2023,2023-present,instrumental,2023,True,Unsigned/independent
https://www.metal-archives.com/bands/Saturnine_Desolation/3540517181,Saturnine Desolation,black,2022,2022-present,anti-cosmic|nyctophilia|extremism|hate,2022,False,Unsigned/independent
https://www.metal-archives.com/bands/Schutzstaffel/3540410719,Schutzstaffel,black,2009,2009-?,national|socialism|antisemitism,2014,True,Unsigned/independent
https://www.metal-archives.com/bands/Sentencer/3540473121,Sentencer,heavy|speed,2020,2020-present,horror|science|fiction|inner|struggles|life,2020,False,Unsigned/independent
https://www.metal-archives.com/bands/Sepulcro/3540514658,Sepulcro,black,2022,2022-present,satanism|occultism,2022,False,Shadow Resistance Productions
https://www.metal-archives.com/bands/Signnum/3540562741,Signnum,heavy,nao_informado,nao_informado,nao_informado,2023,True,Unsigned/independent
https://www.metal-archives.com/bands/Signs_of_Doom/3540514726,Signs of Doom,black,2022,2022-present,occultism|antichristianity|extinctionism|accelerationism|anti-life,2022,False,Unsigned/independent
https://www.metal-archives.com/bands/Skalyface/3540490936,Skalyface,heavy|groove|folk,2020,2020-present,nao_informado,2020,False,Unsigned/independent
https://www.metal-archives.com/bands/Solstheim/3540545835,Solstheim,melodic|black|death,2020,2020-present,nao_informado,2022,True,Unsigned/independent
https://www.metal-archives.com/bands/Somos_Parasitas/3540544048,Somos Parasitas,brutal|death|groove|grindcore,2017,2017-?,nao_informado,2017,True,Unsigned/independent
https://www.metal-archives.com/bands/Ta%27m%C3%B5i_Grisi/3540512850,Ta'mõi Grisi,experimental|black,2020,2020-present,macumba|paganism|occultism|philosophy,2021,False,Tumultum Lo-fi Recs
https://www.metal-archives.com/bands/The_Atomic_Drive/3540492368,The Atomic Drive,heavy,2004,2004-?,nao_informado,2013,False,Unsigned/independent
https://www.metal-archives.com/bands/Trioxine/3540445057,Trioxine,thrash,2015,2015-present,zombies|madness|war,2018,True,Unsigned/independent
https://www.metal-archives.com/bands/Unc%C3%B6nquerable/3540514381,Uncönquerable,death|black|thrash,2019,2019-present,war|battles|historic|campaigns|philosophy|the|unconquerable|spirit,2022,False,Black Hearts Records
https://www.metal-archives.com/bands/Undertime/3540498598,Undertime,progressive|rock,2016,2016-present,nao_informado,2021,True,Unsigned/independent
https://www.metal-archives.com/bands/Unholy_Prophet/3540513006,Unholy Prophet,black,2022,2022-?,anti-christianity|blasphemy|satanism,2022,False,Unsigned/independent
https://www.metal-archives.com/bands/Upon_a_Frozen_Shore/3540511593,Upon a Frozen Shore,melodic|death|black|thrash,2020,"2018-2020 (as Druid), 2020-present",nao_informado,2020,True,Hammerhead Records
https://www.metal-archives.com/bands/Violeta/3540558227,Violeta,screamo|sludge|black,2023,2023-present,abandonment|paranoia|depression,2023,False,Unsigned/independent
https://www.metal-archives.com/bands/Void_Me/3540498166,Void Me,black|crust,2021,2021-present,nao_informado,2021,False,Fiadh Productions
https://www.metal-archives.com/bands/Vomit_Bag_Squad/3540495160,Vomit Bag Squad,thrash|crossover,2020,2020-present,horror|movies,2021,True,Marquee Records
https://www.metal-archives.com/bands/Wild_Storm/3540546001,Wild Storm,heavy|power,2023,2023-present,war|corruption|daily|history,2024,False,Unsigned/independent
https://www.metal-archives.com/bands/Ziegenblut/3540514000,Ziegenblut,black,2022,2022-2023,nao_informado,2022,False,Shadow Resistance Productions
https://www.metal-archives.com/bands/12_Degrees_of_Saturation/3540510701,12 Degrees of Saturation,heavy|hard|rock,2020,2020-present,instrumental,2020,True,Unsigned/independent
https://www.metal-archives.com/bands/7th_Guest/3540410479,7th Guest,thrash|heavy,2011,2011-present,nao_informado,2015,False,Unsigned/independent
https://www.metal-archives.com/bands/%3ANihus%3A/3540404191,:Nihus:,depressive|black,2014,2014-present,depression|suicide|despair|sadness,2015,True,Depressive Illusions Records
https://www.metal-archives.com/bands/A_Pinga_e_o_Diabo/3540384834,A Pinga e o Diabo,southern|groove,2014,2014-present,alcohol|life|violence,2014,False,Unsigned/independent
https://www.metal-archives.com/bands/A_Plague/3540473271,A Plague,black,2019,2019-present,anti-fascism|suffering,2020,True,Unsigned/independent
https://www.metal-archives.com/bands/Aavah/88934,Aavah,gothic|power,2005,2005-? (as Aava),christianity,2006,False,Kidman Estúdio
https://www.metal-archives.com/bands/Abhor/41798,Abhor,death,1991,1991-1993,chaotic|metaphoric|themes,1991,False,Erinnys Productions
https://www.metal-archives.com/bands/Abismo/3540399881,Abismo,black,2014,2014-present,paganism|war|evil|darkness,2015,False,Sphera Noctis Records
https://www.metal-archives.com/bands/Abismo_Negro/9634,Abismo Negro,thrash|heavy,1985,1985-?,nao_informado,1988,False,Unsigned/independent
https://www.metal-archives.com/bands/Abnegatum_Christus/76009,Abnegatum Christus,black,2004,2004-?,paganism|nature|war,2005,False,Total Death Records
https://www.metal-archives.com/bands/Abolish/6237,Abolish,black,1997,1997-2003,satanism|horror|misanthropy,2001,False,Imperial Records
https://www.metal-archives.com/bands/Abrasion/9691,Abrasion,melodic|heavy|hard|rock,1994,1994-present,fantasy|society|freedom,1997,True,Megahard Records
https://www.metal-archives.com/bands/Abske_Fides/36330,Abske Fides,black|funeral|doom,2003,2003-present,anti-humanism|desolation|modernity,2004,True,Solitude Productions
https://www.metal-archives.com/bands/Absoluto_Poder/3540409692,Absoluto Poder,death|thrash,2013,2013-2021,anti-christianity|depression|violence|social|decay,2016,False,Obskure Chaos Distro
https://www.metal-archives.com/bands/Abstract_Shadows/13251,Abstract Shadows,progressive|heavy,1994,"1994-1999 (as Abstract), 1999-present",christianity|dreams|emotions|sorrow,2003,True,Unsigned/independent
https://www.metal-archives.com/bands/Abstracted/3540400287,Abstracted,technical|thrash|progressive|death,2014,"2013-2014 (as Perpetual Black Second), 2014-present",critical|philosophy,2015,True,M-Theory Audio
https://www.metal-archives.com/bands/Abutre/18883,Abutre,heavy,1982,"1982-1986, 2015-present",social,1985,False,Baratos Afins
https://www.metal-archives.com/bands/Abysmer/3540430379,Abysmer,heavy,2014,2014-2020,nao_informado,2017,True,MS Metal Records
https://www.metal-archives.com/bands/Accipiter/3540559443,Accipiter,heavy,2024,2024-present,|depression|violence|sex,2024,True,X-Tröm Records
https://www.metal-archives.com/bands/Acid_Storm/8447,Acid Storm,thrash,1989,"1986-1989 (as Exterminator), 1989-?, 2020-present",warfare|death|technology,1989,True,Unsigned/independent
https://www.metal-archives.com/bands/Aclla/3540319965,Aclla,power,2007,"2007-2012, 2013-?",conflicts|of|humankind|climate|change,2010,True,Metalodic Records
https://www.metal-archives.com/bands/Adaga/3540451894,Adaga,black,2017,2017-present,darkness|occultism|chaos|death,2019,False,Unsigned/independent
https://www.metal-archives.com/bands/Addicted_to_Pain/3540389048,Addicted to Pain,heavy|hard|rock,2013,2013-2016,nao_informado,2014,False,Unsigned/independent
https://www.metal-archives.com/bands/Aeon_Prime/3540405068,Aeon Prime,heavy|hard|rock,2009,2009-present,nao_informado,2010,True,Unsigned/independent
https://www.metal-archives.com/bands/Aetherea/3540479796,Aetherea,symphonic|power,2009,"2006-2009 (as Sky Sent), 2009-present",nao_informado,2017,True,MS Metal Records
https://www.metal-archives.com/bands/After%3ALife/11464,After:Life,power,1995,1995-?,philosophy|loss|science|fiction,2001,False,Die Hard Records
https://www.metal-archives.com/bands/Agatta/15949,Agatta,progressive|heavy,2001,2001-?,nao_informado,2004,False,Dusk Till Dawn
https://www.metal-archives.com/bands/Agdron/3540505120,Agdron,death,2021,2021-2023,fantasy|literature|history|horror,2021,False,Unsigned/independent
https://www.metal-archives.com/bands/Aggression_Tales/102113,Aggression Tales,thrash,2006,2006-?,aggression|stories|through|tales,2007,True,Six Inch Nails Records
https://www.metal-archives.com/bands/Agoniza/3540494332,Agoniza,thrash|death,2020,2020-present,nao_informado,2020,False,Unsigned/independent
https://www.metal-archives.com/bands/Agouro/3540328326,Agouro,black,1999,1999-?,misanthropic|themes|hate|satanic|devotion,2009,True,Soul Erazer Records
https://www.metal-archives.com/bands/Ahazu/115625,Ahazu,black,2003,2003-2016,satan|hate,2003,False,Unsigned/independent
https://www.metal-archives.com/bands/Ahiag/3540506771,Ahiag,groove,2019,2019-2021,nao_informado,2019,False,Unsigned/independent
https://www.metal-archives.com/bands/AirTrain/3540401836,AirTrain,heavy|hard|rock,2012,2012-present,nao_informado,2014,True,Unsigned/independent
https://www.metal-archives.com/bands/Ajna/9662,Ajna,industrial|thrash,1991,"1991-?, 2015-present",nao_informado,1992,True,Unsigned/independent
https://www.metal-archives.com/bands/Akinetopsia/3540503245,Akinetopsia,brutal|death,2022,2022-present,inner|struggles|mental|illness|alienation,2022,True,New Standard Elite
https://www.metal-archives.com/bands/Aku%C3%A3/3540456599,Akuã,black,2016,2016-present,indigenous|themes|nature|mythology,2019,False,Unsigned/independent
https://www.metal-archives.com/bands/Alcoholicoma/21245,Alcoholicoma,speed|thrash,1989,"1989-2006, 2010-2014",alcohol|life,2001,False,Unsigned/independent
https://www.metal-archives.com/bands/Algoz_Profanador/3540451867,Algoz Profanador,black|thrash,2015,2015-present,philosophy|death|chaos|occultism|depression,2019,True,Unsigned/independent
https://www.metal-archives.com/bands/Alkimistal/3540504068,Alkimistal,melodic|death|thrash|core,2014,"2014-2018, 2018-2021 (as Prometherion)",nao_informado,2015,False,Unsigned/independent
https://www.metal-archives.com/bands/Almah/70973,Almah,progressive|power,2006,2006-2016,life|emotions,2006,True,Laser Company Records
https://www.metal-archives.com/bands/Amazarak/34411,Amazarak,black,1997,"1997-2001 (as Mandragora), 2001-present",satanism|darkness|evil,2001,True,Mutilation Productions
https://www.metal-archives.com/bands/Ambivalentt/3540447393,Ambivalentt,groove|thrash,2016,2016-present,duality|social|criticism|contemporary|issues,2018,False,Unsigned/independent
https://www.metal-archives.com/bands/Amintor/3540440012,Amintor,heavy|thrash,2010,2010-present,god|christianity,2013,True,Unsigned/independent
https://www.metal-archives.com/bands/Amurians/3540444225,Amurians,heavy,2017,2017-present,heavy|indigenous|issues|feminism|politics|environment|fantasy,2018,False,Unsigned/independent
https://www.metal-archives.com/bands/Anarca/94702,Anarca,heavy,1979,1979-?,social|issues,1986,False,Unsigned/independent
https://www.metal-archives.com/bands/Ancestor/14338,Ancestor,death,1996,1996-present,evil|religion|death,1996,True,Unsigned/independent
https://www.metal-archives.com/bands/Ancesttral/22313,Ancesttral,groove|thrash,2003,"? (as Ancestral), 2003-2024",social|issues|personal|matters,2003,True,Unsigned/independent
https://www.metal-archives.com/bands/Andragonia/3540318982,Andragonia,progressive,2007,2007-?,life,2010,True,Unsigned/independent
https://www.metal-archives.com/bands/Andralls/5125,Andralls,thrash,1998,"1998-2013, 2015-present",social|issues|violence|war,2000,True,Marquee Records
https://www.metal-archives.com/bands/Andre_Matos/102055,Andre Matos,heavy|power,2006,2006-2019,life,2007,True,earMUSIC
https://www.metal-archives.com/bands/Andromeda/3540317895,Andromeda,heavy,1986,1986-?,nao_informado,1987,False,Unsigned/independent
https://www.metal-archives.com/bands/Angel/50499,Angel,thrash,1985,1985-?,alcohol|revenge,1986,False,Rock Brigade Records
https://www.metal-archives.com/bands/Angel_X/3540323524,Angel X,progressive|power,2002,2002-?,christianity|war,2005,True,Unsigned/independent
https://www.metal-archives.com/bands/Angra/538,Angra,progressive|power,1991,"1991-2007, 2009-present",religion|personal|thoughts|conceits|war|life|spirituality,1992,True,Reigning Phoenix Music
https://www.metal-archives.com/bands/Angustifolia/3540450233,Angustifolia,depressive|black,2019,2019-2024,negativity|existentialism|melancholy|introspection|life,2019,True,Depressive Illusions Records
https://www.metal-archives.com/bands/Anhthrone/93863,Anhthrone,heavy,2005,"2005-2011, 2012-present (as Circo de Fantoches)",nao_informado,2007,False,Unsigned/independent
https://www.metal-archives.com/bands/Anjos_Negros/120006,Anjos Negros,heavy,1982,1982-1998,nao_informado,1995,False,Unsigned/independent
https://www.metal-archives.com/bands/Anomalistic/3540373081,Anomalistic,slam|brutal|death,2013,2013-?,gore,2013,True,Unsigned/independent
https://www.metal-archives.com/bands/Anthares/7866,Anthares,speed|thrash,1984,"1984-1996, 2004-present",political|issues|paranoia,1985,True,Unsigned/independent
https://www.metal-archives.com/bands/Anti-God_Squad/3540421612,Anti-God Squad,death,2015,2015-present,nihilism|death,2016,False,Unsigned/independent
https://www.metal-archives.com/bands/Antidemon/5132,Antidemon,death|grindcore,1994,1994-present,christianity|iconoclasm|anti-evil|demons,1994,True,Vision of God Records
https://www.metal-archives.com/bands/Antireligion/3540468982,Antireligion,black|thrash,2011,2011-present,anti-religion,2011,True,Unsigned/independent
https://www.metal-archives.com/bands/Antrvm/3540524716,Antrvm,groove|death|core,2023,2023-present,death|horror,2023,False,Canil Records
https://www.metal-archives.com/bands/Apokatastase/3540366121,Apokatastase,thrash|death,2010,2010-present,christianity,2012,False,Crash Productions
https://www.metal-archives.com/bands/Apokrisis/3540472118,Apokrisis,thrash|death,2007,2007-present,philosophy|inner|struggles,2017,True,UNP Music
https://www.metal-archives.com/bands/Apoleon/87479,Apoleon,thrash,1989,1989-?,feelings|issues,1990,False,Unsigned/independent
https://www.metal-archives.com/bands/Apophanous/3540411071,Apophanous,progressive|thrash,2015,2015-present,psychology|humans|thoughts,2016,False,Sangue Frio Produções
https://www.metal-archives.com/bands/Aquelarre/16984,Aquelarre,black,2001,2001-?,hate|satanism|anti-christianity,2002,False,Unsigned/independent
https://www.metal-archives.com/bands/Aquila/3540324445,Aquila,progressive,1997,"1997-2000, 2000-present (as Destra)",christianity,1999,False,Unsigned/independent
https://www.metal-archives.com/bands/Archaeus/3540356814,Archaeus,power|speed,1988,1988-1991,nao_informado,1989,False,Unsigned/independent
https://www.metal-archives.com/bands/Archote/3540449429,Archote,core,2018,2018-?,nao_informado,2018,False,Vegan Merch
https://www.metal-archives.com/bands/Are_You_God%3F/2348,Are You God?,brutal|death|grindcore,2000,"2000-2008, 2015",emotions|nonsense,2001,True,Travolta Discos
https://www.metal-archives.com/bands/Arena/3540423327,Arena,heavy|power,2000,2000-?,nao_informado,2017,True,Die Hard Records
https://www.metal-archives.com/bands/Argos/3540395403,Argos,heavy,2000,2000-present,nao_informado,2010,False,Unsigned/independent
https://www.metal-archives.com/bands/Arkadyah/3540512182,Arkadyah,progressive|power,2022,"2022-?, ?-present (as Endless Fate)",christianity,2022,False,Unsigned/independent
https://www.metal-archives.com/bands/Arkellian/3540310683,Arkellian,thrash,2002,2002-2011,nao_informado,2005,False,Unsigned/independent
https://www.metal-archives.com/bands/Arkkam/103706,Arkkam,power,2002,2002-?,nao_informado,2007,False,Unsigned/independent
https://www.metal-archives.com/bands/Arma/3540395242,Arma,blackened|speed|punk,2014,2014-present,beer|satan|rock|'n'|roll|life,2015,True,Unsigned/independent
https://www.metal-archives.com/bands/Armadilha/3540371298,Armadilha,heavy|speed,2011,"2011-2019, 2023-present",history|life,2013,True,Metal Maximus
